"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","21 Jan 2017","10","70.34","69.95","0.00","-0.42","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","11","70.99","70.45","0.02","-0.29","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","12","71.21","70.96","0.02","-0.59","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","13","71.18","70.94","0.04","-0.61","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","14","73.13","73.13","0.02","-0.84","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","15","73.97","74.18","0.04","-1.07","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","16","80.54","81.14","0.02","-1.44","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","17","92.68","93.43","0.03","-1.60","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","18","90.73","90.86","0.25","-1.20","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","19","96.69","96.91","0.23","-1.26","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","20","100.23","100.67","0.23","-1.48","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","21","104.46","105.16","0.21","-1.72","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","22","107.09","107.62","0.21","-1.55","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","23","105.36","106.22","0.21","-1.88","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","24","105.76","106.20","0.47","-1.73","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","25","101.37","101.79","0.40","-1.63","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","26","100.10","100.57","0.38","-1.67","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","27","99.39","99.53","0.36","-1.32","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","28","97.33","97.62","0.37","-1.48","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","29","96.66","96.68","0.39","-1.23","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","30","96.92","96.81","0.41","-1.12","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","31","93.75","93.45","0.41","-0.93","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","32","94.19","93.43","0.42","-0.47","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","33","91.86","90.93","0.41","-0.29","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","34","94.15","93.45","0.30","-0.41","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","35","91.35","90.92","0.24","-0.62","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","36","86.55","86.85","0.15","-1.26","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","37","86.53","86.86","0.14","-1.29","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","38","92.38","92.45","0.22","-1.11","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","39","95.57","94.80","0.36","-0.41","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","40","95.56","94.68","0.28","-0.22","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","41","93.75","93.47","0.28","-0.81","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","42","92.11","92.44","0.39","-1.54","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","43","92.18","92.43","0.45","-1.52","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","44","89.95","89.99","0.57","-1.43","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","45","77.51","76.29","0.50","-0.09","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","46","74.49","73.64","0.05","-0.01","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","47","71.66","71.12","0.05","-0.32","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","21 Jan 2017","48","81.01","81.03","0.04","-0.88","0.00","0.29","0.2530","0.0091","0.2638"
"WEP","22 Jan 2017","1","80.34","79.48","0.06","-0.03","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","2","79.88","79.40","0.06","-0.41","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","3","73.19","73.13","0.02","-0.79","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","4","71.75","70.97","0.00","-0.05","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","5","71.17","70.46","0.02","-0.14","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","6","71.28","70.44","0.02","-0.01","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","7","70.64","69.93","0.02","-0.14","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","8","68.92","68.42","0.02","-0.35","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","9","67.48","67.22","0.02","-0.59","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","10","67.12","67.23","0.01","-0.96","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","11","67.93","67.82","0.02","-0.74","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","12","70.62","69.91","0.03","-0.15","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","13","69.00","68.39","0.03","-0.25","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","14","68.84","68.43","0.03","-0.45","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","15","70.31","69.93","0.29","-0.74","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","16","70.16","70.47","0.03","-1.17","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","17","71.32","71.09","0.04","-0.65","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","18","75.47","75.22","0.02","-0.60","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","19","77.42","77.27","0.02","-0.70","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","20","85.78","85.58","0.02","-0.65","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","21","91.52","91.81","0.03","-1.15","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","22","76.47","76.26","0.06","-0.68","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","23","77.34","77.33","0.04","-0.86","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","24","76.26","76.28","0.05","-0.90","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","25","76.09","76.27","0.06","-1.07","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","26","77.54","77.32","0.05","-0.66","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","27","78.61","78.35","0.05","-0.62","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","28","78.67","78.35","0.06","-0.57","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","29","77.57","77.32","0.06","-0.64","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","30","77.33","77.31","0.06","-0.87","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","31","76.45","76.30","0.06","-0.74","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","32","76.39","76.26","0.06","-0.76","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","33","76.03","76.27","0.06","-1.13","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","34","76.17","76.26","0.05","-0.97","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","35","76.36","76.28","0.03","-0.78","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","36","76.54","76.28","0.03","-0.60","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","37","76.66","76.30","0.02","-0.49","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","38","79.00","78.84","0.03","-0.70","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","39","86.79","86.90","0.15","-1.09","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","40","92.09","92.06","0.20","-1.00","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","41","92.29","92.45","0.21","-1.20","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","42","93.55","93.66","0.24","-1.18","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","43","93.05","92.94","0.28","-1.00","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","44","91.04","90.50","0.77","-1.07","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","45","82.23","81.73","0.48","-0.81","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","46","78.33","77.32","0.47","-0.29","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","47","91.61","90.43","0.48","-0.13","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","22 Jan 2017","48","78.02","76.77","0.46","-0.04","0.00","0.29","0.2530","0.0096","0.2784"
"WEP","23 Jan 2017","1","76.22","75.51","0.06","-0.16","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","2","74.44","73.58","0.06","-0.01","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","3","71.79","71.30","0.02","-0.34","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","4","70.99","70.44","0.01","-0.27","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","5","70.29","69.93","0.02","-0.47","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","6","68.39","68.04","0.02","-0.48","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","7","67.28","67.18","0.02","-0.72","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","8","65.85","65.42","0.02","-0.40","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","9","66.62","65.41","0.02","0.39","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","10","66.74","65.40","0.01","0.52","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","11","67.46","66.37","0.02","0.27","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","12","69.51","68.44","0.02","0.24","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","13","71.80","70.98","0.03","-0.02","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","14","75.89","75.62","0.02","-0.56","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","15","73.76","73.62","0.03","-0.69","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","16","80.99","80.72","0.04","-0.58","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","17","92.79","92.96","0.22","-1.20","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","18","93.38","92.95","0.25","-0.62","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","19","95.24","94.79","0.22","-0.58","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","20","96.38","95.73","0.04","-0.20","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","21","95.48","94.85","0.03","-0.21","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","22","94.18","93.91","0.03","-0.56","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","23","89.60","89.53","0.03","-0.77","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","24","80.09","79.68","0.21","-0.60","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","25","80.01","79.78","0.20","-0.78","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","26","78.81","78.46","0.21","-0.66","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","27","90.11","89.51","0.33","-0.54","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","28","78.81","78.47","0.02","-0.49","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","29","77.00","76.41","0.02","-0.24","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","30","76.63","76.38","0.02","-0.58","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","31","78.54","78.43","0.02","-0.72","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","32","78.76","78.53","0.02","-0.60","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","33","78.81","78.55","0.02","-0.56","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","34","82.78","82.74","0.02","-0.79","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","35","89.56","89.48","0.02","-0.75","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","36","81.05","80.75","0.00","-0.51","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","37","80.06","79.40","0.00","-0.15","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","38","81.34","81.32","0.18","-0.97","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","39","93.01","92.43","0.33","-0.55","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","40","93.01","92.65","0.21","-0.66","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","41","92.60","92.43","0.22","-0.86","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","42","101.07","100.71","0.24","-0.68","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","43","97.60","96.81","0.25","-0.27","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","44","92.85","92.40","0.32","-0.68","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","45","81.74","80.65","0.17","0.12","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","46","76.67","75.58","0.04","0.24","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","47","71.68","71.03","0.04","-0.20","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","23 Jan 2017","48","71.07","70.54","0.04","-0.31","0.00","0.29","0.2530","0.0088","0.2552"
"WEP","24 Jan 2017","1","80.34","79.27","0.45","-0.19","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","2","77.34","76.17","0.49","-0.13","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","3","72.60","72.08","0.02","-0.31","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","4","73.68","73.16","0.02","-0.31","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","5","72.69","72.02","0.02","-0.16","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","6","70.77","69.97","0.02","-0.03","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","7","70.78","69.92","0.02","0.03","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","8","70.51","69.95","0.02","-0.27","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","9","70.31","69.92","0.02","-0.44","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","10","71.62","70.96","0.00","-0.15","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","11","72.17","71.45","0.02","-0.11","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","12","76.79","76.50","0.02","-0.54","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","13","80.80","80.47","0.02","-0.50","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","14","85.86","85.65","0.02","-0.62","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","15","84.03","83.83","0.11","-0.72","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","16","93.00","92.92","0.20","-0.93","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","17","97.31","96.84","0.23","-0.57","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","18","95.94","95.60","0.28","-0.75","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","19","99.59","98.56","0.27","-0.05","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","20","100.18","99.84","0.08","-0.55","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","21","99.86","99.57","0.07","-0.59","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","22","100.69","100.32","0.08","-0.52","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","23","100.31","99.99","0.07","-0.56","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","24","97.80","97.73","0.07","-0.81","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","25","96.12","95.94","0.05","-0.68","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","26","96.91","96.85","0.06","-0.81","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","27","94.02","93.90","0.04","-0.73","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","28","97.12","96.75","0.06","-0.50","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","29","95.19","94.77","0.05","-0.44","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","30","95.81","95.63","0.05","-0.68","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","31","94.78","94.77","0.09","-0.89","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","32","95.50","95.71","0.11","-1.13","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","33","130.29","130.46","0.34","-1.32","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","34","95.16","95.68","0.04","-1.37","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","35","93.57","93.61","0.18","-1.03","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","36","91.38","92.40","0.03","-1.86","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","37","92.34","91.82","0.02","-0.31","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","38","92.28","92.42","0.03","-0.98","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","39","93.31","92.93","0.21","-0.64","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","40","93.05","93.48","0.05","-1.29","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","41","92.69","92.93","0.21","-1.26","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","42","97.42","97.92","0.33","-1.64","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","43","95.88","95.88","0.34","-1.15","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","44","93.76","93.61","0.37","-1.03","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","45","90.63","89.81","0.28","-0.27","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","46","84.19","83.71","0.15","-0.48","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","47","80.64","79.54","0.48","-0.19","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","24 Jan 2017","48","77.51","76.50","0.39","-0.18","0.00","0.29","0.2530","0.0089","0.2581"
"WEP","25 Jan 2017","1","78.76","77.82","0.58","-0.45","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","2","75.26","74.14","0.59","-0.28","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","3","72.23","71.44","0.02","-0.04","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","4","71.11","69.90","0.02","0.38","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","5","68.58","67.75","0.03","-0.01","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","6","67.87","67.23","0.02","-0.20","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","7","67.21","67.19","0.02","-0.81","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","8","66.71","66.40","0.02","-0.52","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","9","66.55","66.11","0.02","-0.40","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","10","67.73","67.18","0.00","-0.26","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","11","68.26","67.75","0.02","-0.32","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","12","72.31","70.92","0.02","0.56","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","13","74.75","74.14","0.04","-0.24","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","14","78.01","77.81","0.02","-0.64","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","15","75.24","75.20","0.03","-0.80","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","16","83.94","83.68","0.09","-0.64","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","17","93.51","93.08","0.24","-0.62","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","18","92.99","91.82","0.24","0.11","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","19","90.74","89.98","0.18","-0.23","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","20","92.13","91.83","0.02","-0.53","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","21","93.50","92.94","0.02","-0.27","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","22","94.50","93.63","0.03","0.02","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","23","90.21","89.82","0.02","-0.45","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","24","90.66","90.48","0.02","-0.65","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","25","90.31","90.15","0.02","-0.67","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","26","89.61","89.82","0.02","-1.05","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","27","92.11","91.89","0.02","-0.61","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","28","92.02","91.87","0.02","-0.68","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","29","92.18","91.84","0.02","-0.50","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","30","92.17","91.84","0.02","-0.50","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","31","92.18","91.85","0.02","-0.50","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","32","90.49","90.50","0.02","-0.84","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","33","90.99","90.65","0.02","-0.49","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","34","90.36","90.14","0.02","-0.61","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","35","87.43","87.79","0.01","-1.18","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","36","83.36","83.35","0.00","-0.81","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","37","81.62","81.72","0.00","-0.91","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","38","84.65","84.19","0.01","-0.36","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","39","88.31","87.80","0.02","-0.32","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","40","86.19","85.76","0.02","-0.40","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","41","85.97","85.77","0.02","-0.63","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","42","92.57","92.91","0.26","-1.41","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","43","92.73","92.40","0.29","-0.77","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","44","90.04","89.80","0.28","-0.85","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","45","78.89","78.13","0.11","-0.16","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","46","77.59","76.54","0.05","0.19","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","47","75.19","74.19","0.05","0.14","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","25 Jan 2017","48","71.21","69.99","0.05","0.36","0.00","0.29","0.2530","0.0090","0.2612"
"WEP","26 Jan 2017","1","84.58","83.42","0.32","0.02","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","2","77.86","76.47","0.38","0.19","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","3","72.45","71.44","0.03","0.16","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","4","72.43","70.91","0.02","0.68","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","5","67.55","66.06","0.02","0.65","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","6","62.91","61.36","0.02","0.72","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","7","21.29","20.25","0.02","0.20","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","8","21.22","20.24","0.02","0.15","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","9","21.23","20.23","0.02","0.16","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","10","45.44","44.25","0.00","0.38","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","11","67.31","66.01","0.02","0.46","0.00","0.29","0.2530","0.0091","0.2641"
"WEP","26 Jan 2017","12","69.27","67.90","0.02","0.53","0.00","0.29","0.2530","0.0091","0.2641"
